0, 0, 3, 3, 1, 1, 1, 1, 0, 0, 1, 4, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 1, 3, 0, 3, 1, 3, 0, 1, 0, 0, 1, 0, 3, 0, 4, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 2, 3, 2, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 2, 2, 0, 1, 0, 0, 3, 2, 0, 1, 0, 0, 0, 0, 2, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 4, 0, 0, 0, 1, 323, 0, 0, 2, 1, 2, 0, 3, 3, 434, 2, 0, 1, 5, 2, 3, 0, 0, 0, 0, 1, 2, 0, 1, 0, 0, 1, 1, 2, 0, 3, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 2, 3, 0, 0, 1, 3, 0, 2, 1, 0, 3, 2, 0, 0, 0, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 3, 0, 2, 0, 0, 0, 0, 2, 0, 0, 0, 1, 3, 0, 1, 1, 0, 4, 7, 0, 2, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 2, 0, 0, 3, 1, 1, 1, 0, 2, 7, 2, 0, 4, 0, 3, 0, 0, 1, 1, 0, 3, 1, 33, 0, 0, 0, 3, 0, 0, 0, 2, 0, 2, 0, 2, 0, 5, 3, 0, 2, 1, 4, 0, ;2618151781;at zero
0, 2, 0, 0, 1, 2, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 2, 0, 0, 0, 0, 2, 0, 0, 0, 3, 1, 0, 0, 4, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 2, 2, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 3, 0, 1, 0, 1, 1, 0, 0, 1, 2, 0, 1, 1, 0, 2, 2, 1, 1, 0, 3, 4, 0, 0, 0, 0, 0, 0, 1, 774, 0, 1, 0, 0, 0, 2, 2, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 2, 3, 1, 0, 4, 0, 0, 0, 1, 0, 0, 1, 0, 0, 2, 0, 3, 7, 0, 1, 0, 0, 0, 0, 3, 1, 4, 0, 1, 3, 0, 0, 2, 1, 1, 1, 1, 1, 0, 0, 2, 4, 1, 0, 0, 0, 0, 0, 1, 0, 0, 11, 2, 2, 0, 0, 2, 8, 0, 0, 0, 1, 0, 4, 4, 1, 0, 0, 2, 1, 1, 1, 2, 1, 1, 3, 0, 3, 0, 2, 0, 3, 2, 2, 1, 0, 0, 1, 3, 2, 3, 0, 1, 1, 1, 1, 0, 0, 0, 4, 1, 0, 0, 0, 0, 2, 0, 1, 1, 0, 0, 0, 0, 4, 0, 2, 1, 0, 0, 2, 0, 1, 1, 1, 1, 2, 0, 7, 0, 0, 0, 1, 2, 3, 2, 0, 0, 5, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 2, 0, 5, 0, ;2618625692;at zero
0, 1, 552, 0, 0, 0, 6, 0, 0, 1, 1, 0, 0, 0, 3, 1, 0, 0, 1, 0, 5, 0, 1, 1, 4, 1, 3, 0, 0, 0, 0, 0, 1, 0, 2, 1, 2, 5, 0, 0, 0, 1, 0, 0, 0, 1, 1, 2, 2, 2, 0, 4, 2, 3, 5, 0, 2, 0, 0, 2, 0, 0, 1, 3, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 2, 3, 0, 0, 1, 0, 1, 5, 3, 0, 0, 1, 3, 0, 0, 0, 3, 4, 1, 2, 0, 4, 0, 0, 3, 1, 0, 0, 2, 2, 1, 0, 0, 1, 1, 1, 0, 0, 3, 0, 0, 2, 1, 0, 1, 3, 0, 1, 1, 0, 5, 0, 0, 2, 1, 0, 6, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 4, 0, 3, 3, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 2, 0, 0, 0, 1, 0, 3, 0, 2, 0, 5, 0, 3, 1, 2, 1, 5, 0, 0, 1, 1, 0, 2, 2, 0, 0, 3, 0, 0, 0, 0, 2, 2, 0, 3, 0, 1, 1, 0, 3, 1, 1, 0, 0, 0, 1, 1, 0, 2, 0, 1, 5, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 221, 0, 0, 1, 0, 0, 0, 1, 1, 0, 5, 5, 0, 0, 2, 0, 0, 2, 0, 2, 2, 0, 0, 0, 3, 0, 1, 0, 1, ;2617092590;at zero
1, 0, 0, 0, 0, 3, 1, 2, 3, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 2, 0, 1, 1, 0, 2, 0, 0, 3, 0, 0, 1, 0, 0, 0, 2, 4, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 546, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 263, 0, 0, 0, 3, 0, 0, 2, 2, 0, 0, 0, 0, 2, 1, 1, 0, 2, 4, 2, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 4, 0, 4, 2, 1, 1, 1, 1, 2, 0, 1, 0, 1, 2, 1, 0, 0, 0, 0, 1, 3, 3, 0, 1, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 1, 0, 0, 4, 0, 1, 0, 1, 0, 2, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 2, 0, 2, 1, 0, 0, 1, 0, 2, 0, 2, 0, 2, 1, 2, 2, 2, 2, 0, 3, 0, 2, 1, 0, 0, 1, 0, 0, 0, 0, 0, 4, 0, 4, 1, 2, 1, 2, 1, 0, 1, 1, 1, 1, 0, 0, 2, 4, 0, 0, 5, 0, 4, 0, 0, 2, 0, 0, 0, 2, 2, 20, 0, 1, 0, 2, 1, 0, 1, 0, 0, 0, 1, 0, 2, 4, 0, 0, 0, ;2617602356;at zero
1, 0, 0, 1, 0, 3, 0, 0, 0, 0, 3, 1, 0, 2, 0, 0, 2, 4, 7, 0, 1, 0, 0, 0, 0, 1, 1, 2, 1, 2, 0, 0, 2, 1, 0, 0, 0, 0, 2, 1, 1, 0, 1, 0, 0, 3, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 2, 2, 0, 2, 4, 0, 1, 0, 0, 398, 1, 1, 0, 0, 3, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 2, 1, 1, 0, 0, 0, 0, 2, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 2, 1, 0, 4, 1, 0, 0, 1, 0, 1, 2, 1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 3, 1, 1, 2, 0, 1, 1, 3, 0, 0, 1, 0, 2, 0, 0, 0, 1, 2, 0, 0, 0, 1, 4, 1, 0, 2, 2, 68, 0, 8, 0, 1, 0, 1, 0, 0, 1, 0, 2, 0, 2, 0, 1, 0, 2, 1, 1, 1, 3, 1, 2, 0, 2, 1, 0, 4, 0, 0, 0, 0, 0, 0, 1, 1, 0, 4, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 2, 0, 2, 1, 3, 0, 0, 3, 2, 4, 0, 1, 4, 0, 0, 0, 3, 0, 1, 338, 0, 2, 1, 0, 1, 2, 0, 0, 0, 4, 3, 0, 1, 0, 0, 2, 1, 1, 3, 2, 2, 1, 3, 0, 1, 0, ;2619758438;at zero
1, 0, 0, 3, 7, 5, 0, 1, 0, 4, 1, 0, 2, 0, 1, 0, 0, 0, 0, 0, 1, 3, 2, 6, 0, 0, 0, 0, 4, 3, 1, 3, 0, 0, 1, 0, 2, 1, 2, 2, 1, 0, 0, 0, 1, 2, 0, 4, 1, 2, 0, 4, 0, 0, 0, 1, 0, 794, 0, 1, 0, 0, 1, 0, 0, 3, 0, 0, 1, 0, 1, 1, 2, 0, 0, 2, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 2, 1, 2, 2, 1, 0, 0, 0, 0, 3, 2, 0, 5, 1, 1, 0, 1, 0, 0, 4, 0, 0, 0, 0, 1, 5, 0, 1, 0, 0, 0, 1, 0, 0, 3, 0, 2, 0, 2, 3, 0, 3, 0, 0, 0, 0, 0, 2, 1, 1, 0, 0, 1, 1, 0, 0, 5, 0, 0, 1, 2, 1, 0, 0, 2, 0, 0, 0, 0, 0, 1, 0, 2, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 3, 0, 0, 0, 5, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 2, 0, 3, 2, 1, 0, 2, 2, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2, 4, 0, 0, 1, 3, 0, 1, 0, 2, 1, 1, 0, 1, 0, 0, 0, 1, 7, 0, 4, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 4, 0, 0, 0, 0, 2, ;2615595122;at zero
0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 0, 0, 1, 1, 3, 2, 1, 222, 0, 2, 2, 3, 2, 3, 6, 1, 0, 0, 4, 1, 1, 1, 1, 0, 0, 0, 3, 5, 1, 0, 1, 0, 0, 2, 2, 0, 0, 1, 0, 1, 0, 3, 0, 0, 3, 2, 3, 1, 4, 0, 0, 2, 2, 1, 1, 0, 0, 0, 0, 5, 1, 1, 2, 280, 0, 2, 1, 3, 0, 0, 4, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 2, 1, 0, 102, 2, 1, 1, 1, 0, 1, 4, 0, 0, 3, 4, 0, 0, 1, 1, 0, 0, 0, 6, 1, 3, 0, 0, 0, 1, 0, 2, 1, 177, 1, 0, 0, 2, 0, 1, 2, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 2, 2, 0, 1, 1, 1, 4, 0, 1, 0, 1, 1, 3, 1, 1, 0, 2, 0, 0, 0, 1, 0, 1, 2, 0, 1, 0, 0, 0, 1, 2, 0, 0, 0, 0, 1, 2, 0, 4, 3, 1, 1, 0, 0, 2, 0, 0, 1, 3, 3, 4, 2, 3, 3, 3, 0, 3, 1, 1, 1, 2, 1, 0, 1, 1, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 2, 0, 1, 2, 0, 0, 1, 0, 1, 2, 1, 1, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 0, 1, 0, 0, 2, ;2618000400;at zero
3, 1, 1, 0, 0, 1, 8, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 8, 3, 0, 6, 1, 0, 0, 0, 1, 0, 1, 3, 4, 0, 2, 0, 1, 1, 1, 721, 0, 2, 0, 2, 0, 1, 0, 5, 1, 0, 0, 2, 3, 3, 1, 1, 2, 0, 2, 0, 1, 0, 0, 0, 0, 3, 0, 0, 2, 1, 1, 1, 0, 1, 2, 2, 0, 4, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 3, 1, 3, 1, 0, 1, 0, 0, 0, 1, 1, 5, 1, 0, 0, 0, 3, 1, 2, 0, 0, 2, 0, 0, 0, 0, 1, 32, 0, 0, 1, 3, 2, 1, 0, 3, 1, 1, 3, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 3, 0, 0, 0, 0, 0, 2, 0, 0, 3, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 2, 0, 3, 4, 0, 0, 1, 2, 0, 5, 1, 0, 1, 0, 1, 0, 1, 8, 1, 7, 0, 7, 2, 1, 2, 0, 1, 0, 0, 0, 2, 1, 1, 0, 0, 1, 0, 0, 0, 0, 2, 3, 1, 4, 0, 0, 2, 0, 4, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 3, 0, 1, 1, 0, 0, 0, 3, 0, 1, 0, 2, 0, 1, 0, 3, 0, 1, 1, 0, 1, 2, 3, 0, 2, 5, 0, 1, 1, 5, ;2618025214;at zero
2, 0, 0, 5, 2, 0, 0, 4, 5, 2, 0, 0, 3, 2, 0, 0, 0, 0, 0, 4, 0, 4, 0, 2, 0, 1, 0, 2, 1, 0, 0, 0, 1, 3, 1, 3, 0, 1, 3, 0, 0, 0, 0, 2, 0, 4, 1, 2, 0, 0, 0, 1, 1, 0, 3, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 3, 1, 2, 1, 0, 0, 0, 3, 1, 1, 1, 0, 0, 1, 1, 1, 0, 3, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 4, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 3, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 0, 0, 797, 1, 0, 2, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 2, 3, 0, 0, 7, 1, 0, 1, 0, 1, 0, 3, 2, 0, 0, 0, 0, 1, 1, 1, 3, 2, 0, 1, 2, 1, 2, 1, 1, 0, 0, 0, 2, 2, 0, 0, 0, 1, 0, 0, 5, 1, 1, 0, 3, 0, 5, 0, 3, 0, 1, 1, 0, 0, 1, 0, 4, 0, 2, 0, 1, 0, 0, 0, 2, 0, 0, 3, 2, 0, 0, 1, 0, 4, 3, 0, 0, 0, 1, 2, 0, 4, 1, 0, 0, 2, 0, 1, 0, 0, 2, 2, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 2, 1, 0, 0, 2, 1, 0, ;2618946645;at zero
1, 0, 0, 2, 2, 3, 2, 0, 1, 2, 0, 0, 0, 0, 3, 0, 516, 3, 3, 0, 1, 1, 0, 1, 0, 0, 0, 0, 3, 2, 4, 0, 1, 0, 0, 0, 3, 0, 6, 0, 0, 0, 0, 0, 1, 0, 1, 0, 3, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 5, 0, 2, 4, 1, 0, 0, 2, 0, 2, 2, 0, 1, 0, 1, 2, 0, 2, 1, 1, 2, 3, 0, 4, 0, 2, 2, 0, 1, 0, 2, 0, 0, 0, 0, 1, 0, 0, 3, 0, 4, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 1, 0, 0, 0, 0, 1, 0, 0, 278, 1, 3, 1, 0, 2, 0, 0, 4, 0, 1, 1, 1, 1, 3, 3, 1, 0, 0, 2, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 1, 2, 0, 1, 0, 0, 1, 0, 2, 1, 3, 1, 0, 1, 1, 2, 0, 2, 0, 0, 1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 4, 1, 3, 0, 0, 0, 3, 0, 4, 0, 1, 0, 0, 4, 0, 1, 0, 1, 2, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 2, 0, 0, 1, 0, 1, 2, 0, 5, 0, 3, 0, 0, 0, 0, 5, 8, 0, 0, 0, 0, 2, 0, 0, 1, 0, 1, 0, 0, 2, 0, 0, 0, 1, 1, 1, ;2617174439;at zero
